2019年剧情《蜂鸟计划》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:4201/阳光电影www.ygdy8.com.蜂鸟计划.BD.720p.中英双字幕.mkv
2018年悬疑剧情《一个母亲的复仇》BD中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:8464/阳光电影www.ygdy8.com.一个母亲的复仇.BD.720p.印地语中字.mkv
2018年悬疑剧情《完美的他人》BD韩语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:7464/阳光电影www.ygdy8.com.完美的他人.BD.720p.韩语中字.mkv
2019年惊悚《极端邪恶/极恶人魔》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8463/阳光电影www.ygdy8.com.极端邪恶.BD.720p.中英双字幕.mkv
2019年奇幻冒险《小飞象》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8462/阳光电影www.ygdy8.com.小飞象.BD.720p.中英双字幕.mkv
2019年动作喜剧《谋杀疑云》BD中英双字幕,ftp://ygdy8:ygdy8@yg72.dydytt.net:8367/阳光电影www.ygdy8.com.谋杀疑云.BD.720p.中英双字幕.mkv
2018年剧情冒险《米娅和白狮》BD中英双字幕,ftp://ygdy8:ygdy8@yg90.dydytt.net:8556/阳光电影www.ygdy8.com.米娅和白狮.BD.720p.中英双字幕.mkv
2019年科幻惊悚《惊天复制》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8460/阳光电影www.ygdy8.com.惊天复制.BD.720p.中英双字幕.mkv
2019年悬疑惊悚《教授与疯子》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8459/阳光电影www.ygdy8.com.教授与疯子.BD.720p.中英双字幕.mkv
2018年奇幻喜剧《这个男人来自疯狂世界》BD中英双字幕,ftp://ygdy8:ygdy8@yg90.dydytt.net:8555/阳光电影www.ygdy8.com.这个男人来自疯狂世界.BD.720p.中英双字幕.mkv
2019年悬疑动作《雪暴》HD国语中英双字,ftp://ygdy8:ygdy8@yg45.dydytt.net:4135/阳光电影www.ygdy8.com.雪暴.HD.720p.国语中英双字.mkv
2018年获奖剧情《逆流大叔》BD国粤双语中字,ftp://ygdy8:ygdy8@yg90.dydytt.net:8554/阳光电影www.ygdy8.com.逆流大叔.BD.720p.国粤双语中字.mkv
2019年高分剧情爱情《五尺天涯》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3215/阳光电影www.ygdy8.com.五尺天涯.BD.720p.中英双字幕.mkv
2019年惊悚剧情《加密货币》BD中英双字幕,ftp://ygdy8:ygdy8@yg90.dydytt.net:8552/阳光电影www.ygdy8.com.加密货币.BD.720p.中英双字幕.mkv
2018年高分获奖《女大法官金斯伯格》BD英语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:6167/阳光电影www.ygdy8.com.女大法官金斯伯格.BD.720p.英语中字.mkv
2018年高分惊悚《孟买酒店》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8457/阳光电影www.ygdy8.com.孟买酒店.BD.720p.中英双字幕.mkv
2019年惊悚动作《毒玫瑰》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7456/阳光电影www.ygdy8.com.毒玫瑰.BD.720p.中英双字幕.mkv
2019年科幻《吾乃母亲/AI终结战》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8455/阳光电影www.ygdy8.com.吾乃母亲.BD.720p.中英双字幕.mkv
2019年悬疑《云雾笼罩的山峰》HD国语中英双字,ftp://ygdy8:ygdy8@yg90.dydytt.net:8550/阳光电影www.ygdy8.com.云雾笼罩的山峰.HD.720p.国语中英双字.mkv
2019年爱情《下一任：前任》HD国语中英双字,ftp://ygdy8:ygdy8@yg45.dydytt.net:7455/阳光电影www.ygdy8.com.下一任：前任.HD.720p.国语中英双字.mkv
2019年动画喜剧《神奇乐园历险记》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8453/阳光电影www.ygdy8.com.神奇乐园历险记.BD.720p.中英双字幕.mkv
2019年喜剧《行骗天下：运势篇》BD日语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:7453/阳光电影www.ygdy8.com.行骗天下：运势篇.BD.720p.日语中字.mkv
2018年爱情《比悲伤更悲伤的故事》BD国语中字,ftp://ygdy8:ygdy8@yg90.dydytt.net:8548/阳光电影www.ygdy8.com.比悲伤更悲伤的故事.BD.720p.国语中字.mkv
2018年高分获奖剧情《地久天长》HD国语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:4134/阳光电影www.ygdy8.com.地久天长.HD.720p.国语中字.mkv
2019年西部动作《朽木电影版》BD英语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:4133/阳光电影www.ygdy8.com.朽木电影版.BD.720p.英语中字.mkv
2019年科幻悬疑《俘虏国度》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8452/阳光电影www.ygdy8.com.俘虏国度.BD.720p.中英双字幕.mkv
2018年爱情《只有爱能让我生存》BD日语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:7452/阳光电影www.ygdy8.com.只有爱能让我生存.BD.720p.日语中字.mkv
2019年历史战争《第一个国王》BD中英双字幕,ftp://ygdy8:ygdy8@yg90.dydytt.net:8545/阳光电影www.ygdy8.com.第一个国王.BD.720p.中英双字幕.mkv
2019年高分剧情战争《摇摆狂潮》BD韩语中字,ftp://ygdy8:ygdy8@yg90.dydytt.net:8544/阳光电影www.ygdy8.com.摇摆狂潮.BD.720p.韩语中字.mkv
2019年惊悚恐怖《娑婆诃/沙婆诃》BD韩语中字,ftp://ygdy8:ygdy8@yg90.dydytt.net:8543/阳光电影www.ygdy8.com.娑婆诃.BD.720p.韩语中字.mkv
2019年动画喜剧《小猪佩奇过大年》HD国粤双语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:8450/阳光电影www.ygdy8.com.小猪佩奇过大年.HD.720p.国粤双语中字.mkv
2019年科幻动作《惊奇队长》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8449/阳光电影www.ygdy8.com.惊奇队长.BD.720p.中英双字幕.mkv
2019年惊悚恐怖《致命之旅》BD韩语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:7449/阳光电影www.ygdy8.com.致命之旅.BD.720p.韩语中字.mkv
2019年动作战争《干预》BD法语中字,ftp://ygdy8:ygdy8@yg72.dydytt.net:8365/阳光电影www.ygdy8.com.干预.BD.720p.法语中字.mkv
2018年获奖剧情《阳光姐妹淘》BD日语中字,ftp://ygdy8:ygdy8@yg90.dydytt.net:8541/阳光电影www.ygdy8.com.阳光姐妹淘.BD.720p.日语中字.mkv
2019年惊悚恐怖《完美琴仇》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:8447/阳光电影www.ygdy8.com.完美琴仇.BD.720p.中英双字幕.mkv
